time_ms,acc_x_g,acc_y_g,acc_z_g,pitch_deg,roll_deg,gyr_x_dps,gyr_y_dps,gyr_z_dps,label,source_file
168502,-0.43,-0.346,0.858,22.19,-18.88,0.748,0.244,0.313,trunkrotation,trunkRotation_session1.xlsx
168690,-0.43,-0.347,0.86,22.13,-18.88,0.725,0.107,0.229,trunkrotation,trunkRotation_session1.xlsx
168850,-0.43,-0.346,0.859,22.14,-18.87,0.542,0.168,0.16,trunkrotation,trunkRotation_session1.xlsx
169003,-0.434,-0.35,0.854,22.51,-19.24,1.846,-0.404,-9.346,trunkrotation,trunkRotation_session1.xlsx
169201,-0.419,-0.352,0.862,21.48,-19.11,0.519,0.153,0.153,trunkrotation,trunkRotation_session1.xlsx
169381,-0.419,-0.352,0.862,21.46,-19.11,0.694,0.084,0.13,trunkrotation,trunkRotation_session1.xlsx
169534,-0.419,-0.351,0.862,21.45,-19.02,0.717,0.16,0.175,trunkrotation,trunkRotation_session1.xlsx
169699,-0.42,-0.352,0.861,21.55,-19.11,0.389,-0.046,0.13,trunkrotation,trunkRotation_session1.xlsx
169853,-0.419,-0.353,0.861,21.53,-19.2,0.587,-0.008,0.214,trunkrotation,trunkRotation_session1.xlsx
170034,-0.42,-0.352,0.861,21.53,-19.1,0.702,0.099,0.168,trunkrotation,trunkRotation_session1.xlsx
170225,-0.42,-0.352,0.861,21.55,-19.12,0.725,0.191,0.16,trunkrotation,trunkRotation_session1.xlsx
170393,-0.418,-0.352,0.861,21.42,-19.14,0.801,0.298,0.29,trunkrotation,trunkRotation_session1.xlsx
170546,-0.42,-0.351,0.861,21.52,-19.06,0.725,0.298,0.198,trunkrotation,trunkRotation_session1.xlsx
170718,-0.419,-0.351,0.861,21.47,-19.05,0.725,0.229,0.183,trunkrotation,trunkRotation_session1.xlsx
1482569,-0.537,-0.241,0.836,29.08,-13.82,0.648,0.229,0.214,trunkrotation,trunkRotation_session2.xlsx
1482740,-0.536,-0.241,0.836,29.0,-13.83,0.763,0.206,0.229,trunkrotation,trunkRotation_session2.xlsx
1482900,-0.537,-0.241,0.837,29.04,-13.77,0.671,0.229,0.206,trunkrotation,trunkRotation_session2.xlsx
1483058,-0.536,-0.242,0.836,29.02,-13.87,0.908,0.237,0.267,trunkrotation,trunkRotation_session2.xlsx
1483212,-0.536,-0.241,0.836,28.99,-13.82,0.809,0.252,0.214,trunkrotation,trunkRotation_session2.xlsx
1483365,-0.537,-0.242,0.836,29.05,-13.85,0.755,0.206,0.153,trunkrotation,trunkRotation_session2.xlsx
1483524,-0.536,-0.242,0.837,28.98,-13.84,0.717,0.191,0.221,trunkrotation,trunkRotation_session2.xlsx
1483678,-0.536,-0.241,0.837,28.98,-13.79,0.732,0.198,0.198,trunkrotation,trunkRotation_session2.xlsx
1483841,-0.536,-0.241,0.837,29.01,-13.82,0.702,0.244,0.237,trunkrotation,trunkRotation_session2.xlsx
1483996,-0.535,-0.243,0.835,29.0,-13.93,0.793,0.214,0.282,trunkrotation,trunkRotation_session2.xlsx
1484156,-0.537,-0.242,0.836,29.07,-13.84,0.648,0.206,0.168,trunkrotation,trunkRotation_session2.xlsx
1484310,-0.535,-0.241,0.837,28.96,-13.82,0.633,0.214,0.16,trunkrotation,trunkRotation_session2.xlsx
1484466,-0.535,-0.243,0.836,28.99,-13.92,0.58,0.206,0.153,trunkrotation,trunkRotation_session2.xlsx
1484621,-0.537,-0.241,0.836,29.05,-13.82,0.717,0.237,0.237,trunkrotation,trunkRotation_session2.xlsx
1484777,-0.537,-0.241,0.836,29.1,-13.83,0.618,0.168,0.175,trunkrotation,trunkRotation_session2.xlsx
1484930,-0.535,-0.242,0.837,28.93,-13.86,0.961,0.122,0.282,trunkrotation,trunkRotation_session2.xlsx
1485083,-0.536,-0.242,0.835,29.05,-13.89,0.771,0.229,0.214,trunkrotation,trunkRotation_session2.xlsx
1485238,-0.535,-0.242,0.836,28.97,-13.88,0.664,0.221,0.275,trunkrotation,trunkRotation_session2.xlsx
1485409,-0.535,-0.241,0.836,28.97,-13.8,0.793,0.206,0.244,trunkrotation,trunkRotation_session2.xlsx
1485568,-0.536,-0.241,0.836,29.04,-13.84,0.717,0.175,0.191,trunkrotation,trunkRotation_session2.xlsx
1485724,-0.537,-0.242,0.834,29.16,-13.92,0.771,0.206,0.259,trunkrotation,trunkRotation_session2.xlsx
1485875,-0.535,-0.242,0.835,29.0,-13.9,0.793,0.16,0.275,trunkrotation,trunkRotation_session2.xlsx
1486034,-0.535,-0.243,0.836,28.98,-13.92,0.732,0.229,0.16,trunkrotation,trunkRotation_session2.xlsx
1486192,-0.536,-0.242,0.836,29.01,-13.89,0.74,0.214,0.221,trunkrotation,trunkRotation_session2.xlsx
1486349,-0.536,-0.243,0.835,29.07,-13.94,0.725,0.252,0.214,trunkrotation,trunkRotation_session2.xlsx
1486513,-0.536,-0.243,0.836,29.02,-13.94,0.74,0.237,0.229,trunkrotation,trunkRotation_session2.xlsx
1486668,-0.536,-0.241,0.835,29.07,-13.81,0.771,0.198,0.214,trunkrotation,trunkRotation_session2.xlsx
1486832,-0.536,-0.242,0.837,29.0,-13.85,0.725,0.198,0.237,trunkrotation,trunkRotation_session2.xlsx
1486987,-0.536,-0.241,0.835,29.1,-13.87,0.496,0.214,0.153,trunkrotation,trunkRotation_session2.xlsx
1487143,-0.535,-0.243,0.836,28.94,-13.93,0.664,0.252,0.214,trunkrotation,trunkRotation_session2.xlsx
1487299,-0.535,-0.241,0.836,28.99,-13.83,0.557,0.191,0.153,trunkrotation,trunkRotation_session2.xlsx
1487457,-0.536,-0.241,0.836,29.01,-13.81,0.717,0.267,0.214,trunkrotation,trunkRotation_session2.xlsx
1487613,-0.536,-0.242,0.837,28.99,-13.83,0.786,0.198,0.214,trunkrotation,trunkRotation_session2.xlsx
1487771,-0.536,-0.241,0.836,29.02,-13.84,0.916,0.237,0.237,trunkrotation,trunkRotation_session2.xlsx
1487930,-0.535,-0.243,0.836,28.96,-13.91,0.641,0.175,0.206,trunkrotation,trunkRotation_session2.xlsx
1488089,-0.535,-0.241,0.836,28.96,-13.83,0.755,0.244,0.252,trunkrotation,trunkRotation_session2.xlsx
1488244,-0.535,-0.242,0.836,28.97,-13.85,0.587,0.244,0.221,trunkrotation,trunkRotation_session2.xlsx
1488399,-0.535,-0.241,0.836,29.01,-13.82,0.725,0.206,0.191,trunkrotation,trunkRotation_session2.xlsx
1488555,-0.536,-0.241,0.836,29.02,-13.79,0.74,0.244,0.183,trunkrotation,trunkRotation_session2.xlsx
1488711,-0.535,-0.242,0.836,28.95,-13.85,0.801,0.183,0.237,trunkrotation,trunkRotation_session2.xlsx
1488864,-0.534,-0.242,0.837,28.89,-13.84,0.725,0.191,0.206,trunkrotation,trunkRotation_session2.xlsx
1489018,-0.535,-0.241,0.837,28.92,-13.77,0.816,0.244,0.237,trunkrotation,trunkRotation_session2.xlsx
1489174,-0.535,-0.241,0.836,29.0,-13.81,0.549,0.191,0.183,trunkrotation,trunkRotation_session2.xlsx
1489332,-0.536,-0.24,0.837,29.02,-13.77,0.732,0.244,0.16,trunkrotation,trunkRotation_session2.xlsx
1489490,-0.535,-0.242,0.836,28.97,-13.87,0.748,0.221,0.237,trunkrotation,trunkRotation_session2.xlsx
1489647,-0.536,-0.241,0.835,29.07,-13.84,0.679,0.229,0.206,trunkrotation,trunkRotation_session2.xlsx
1489802,-0.536,-0.241,0.835,29.04,-13.84,0.702,0.244,0.175,trunkrotation,trunkRotation_session2.xlsx
1489958,-0.535,-0.241,0.835,29.0,-13.85,0.778,0.183,0.244,trunkrotation,trunkRotation_session2.xlsx
1490117,-0.536,-0.242,0.836,29.01,-13.85,0.572,0.221,0.198,trunkrotation,trunkRotation_session2.xlsx
1490272,-0.535,-0.242,0.836,29.0,-13.87,0.71,0.183,0.29,trunkrotation,trunkRotation_session2.xlsx
1490430,-0.535,-0.241,0.835,29.0,-13.83,0.61,0.191,0.175,trunkrotation,trunkRotation_session2.xlsx
1490590,-0.535,-0.241,0.835,28.99,-13.82,0.633,0.16,0.168,trunkrotation,trunkRotation_session2.xlsx
1490746,-0.536,-0.24,0.835,29.05,-13.77,0.816,0.191,0.267,trunkrotation,trunkRotation_session2.xlsx
1490908,-0.536,-0.243,0.836,29.05,-13.92,0.603,0.229,0.198,trunkrotation,trunkRotation_session2.xlsx
1491062,-0.536,-0.241,0.835,29.08,-13.86,0.648,0.221,0.175,trunkrotation,trunkRotation_session2.xlsx
1491302,-0.535,-0.241,0.837,28.93,-13.81,0.45,0.214,0.13,trunkrotation,trunkRotation_session2.xlsx
1491456,-0.536,-0.242,0.836,29.04,-13.84,0.61,0.198,0.183,trunkrotation,trunkRotation_session2.xlsx
1491610,-0.537,-0.241,0.836,29.07,-13.82,0.694,0.198,0.191,trunkrotation,trunkRotation_session2.xlsx
1491796,-0.536,-0.242,0.836,29.0,-13.85,0.877,0.221,0.259,trunkrotation,trunkRotation_session2.xlsx
1492123,-0.535,-0.242,0.836,28.96,-13.85,0.786,0.275,0.252,trunkrotation,trunkRotation_session2.xlsx
1492280,-0.536,-0.241,0.836,29.03,-13.81,0.641,0.153,0.153,trunkrotation,trunkRotation_session2.xlsx
1492433,-0.535,-0.242,0.837,28.92,-13.82,0.626,0.214,0.168,trunkrotation,trunkRotation_session2.xlsx
1492590,-0.536,-0.242,0.837,28.98,-13.82,0.763,0.198,0.214,trunkrotation,trunkRotation_session2.xlsx
1492747,-0.536,-0.242,0.836,29.01,-13.86,0.755,0.191,0.229,trunkrotation,trunkRotation_session2.xlsx
1492903,-0.536,-0.242,0.836,29.0,-13.86,0.786,0.183,0.229,trunkrotation,trunkRotation_session2.xlsx
1493058,-0.535,-0.24,0.836,29.0,-13.78,0.778,0.214,0.229,trunkrotation,trunkRotation_session2.xlsx
1493239,-0.535,-0.242,0.836,28.98,-13.85,0.656,0.214,0.244,trunkrotation,trunkRotation_session2.xlsx
1493395,-0.534,-0.24,0.837,28.87,-13.75,0.992,0.214,0.359,trunkrotation,trunkRotation_session2.xlsx
1493550,-0.536,-0.241,0.837,28.95,-13.79,0.015,0.107,0.122,trunkrotation,trunkRotation_session2.xlsx
1493706,-0.535,-0.241,0.836,28.98,-13.84,0.504,0.237,0.191,trunkrotation,trunkRotation_session2.xlsx
1493859,-0.535,-0.243,0.836,28.98,-13.93,0.717,0.191,0.244,trunkrotation,trunkRotation_session2.xlsx
1494011,-0.536,-0.241,0.836,29.05,-13.82,0.633,0.229,0.214,trunkrotation,trunkRotation_session2.xlsx
1494169,-0.533,-0.241,0.837,28.86,-13.77,0.587,0.191,0.153,trunkrotation,trunkRotation_session2.xlsx
1494324,-0.536,-0.241,0.837,28.96,-13.78,0.771,0.229,0.275,trunkrotation,trunkRotation_session2.xlsx
1494479,-0.537,-0.241,0.836,29.06,-13.83,0.71,0.168,0.206,trunkrotation,trunkRotation_session2.xlsx
1494635,-0.535,-0.242,0.835,29.02,-13.92,0.748,0.237,0.206,trunkrotation,trunkRotation_session2.xlsx
1494790,-0.535,-0.241,0.837,28.94,-13.8,0.74,0.153,0.198,trunkrotation,trunkRotation_session2.xlsx
1494945,-0.536,-0.242,0.836,28.99,-13.87,0.763,0.214,0.221,trunkrotation,trunkRotation_session2.xlsx
1495105,-0.536,-0.242,0.835,29.07,-13.87,0.648,0.244,0.198,trunkrotation,trunkRotation_session2.xlsx
1495258,-0.536,-0.242,0.835,29.05,-13.92,0.771,0.214,0.206,trunkrotation,trunkRotation_session2.xlsx
1495413,-0.536,-0.242,0.835,29.07,-13.91,0.572,0.214,0.122,trunkrotation,trunkRotation_session2.xlsx
1495568,-0.536,-0.242,0.836,29.05,-13.9,0.641,0.229,0.198,trunkrotation,trunkRotation_session2.xlsx
1495726,-0.537,-0.241,0.836,29.05,-13.78,0.481,0.252,0.107,trunkrotation,trunkRotation_session2.xlsx
1495881,-0.536,-0.242,0.835,29.07,-13.89,0.534,0.221,0.092,trunkrotation,trunkRotation_session2.xlsx
1496049,-0.537,-0.242,0.835,29.11,-13.88,0.58,0.252,0.153,trunkrotation,trunkRotation_session2.xlsx
1496200,-0.535,-0.243,0.836,28.95,-13.94,0.641,0.191,0.137,trunkrotation,trunkRotation_session2.xlsx
1496355,-0.535,-0.242,0.835,29.0,-13.92,0.572,0.206,0.168,trunkrotation,trunkRotation_session2.xlsx
1496509,-0.536,-0.242,0.836,29.01,-13.86,0.595,0.214,0.13,trunkrotation,trunkRotation_session2.xlsx
1496735,-0.536,-0.242,0.836,29.05,-13.87,0.755,0.259,0.259,trunkrotation,trunkRotation_session2.xlsx
1496988,-0.536,-0.242,0.836,29.04,-13.85,0.824,0.229,0.191,trunkrotation,trunkRotation_session2.xlsx
1497267,-0.536,-0.242,0.835,29.07,-13.92,0.648,0.214,0.229,trunkrotation,trunkRotation_session2.xlsx
1497541,-0.535,-0.241,0.836,29.0,-13.81,0.603,0.206,0.168,trunkrotation,trunkRotation_session2.xlsx
1497722,-0.535,-0.243,0.835,29.03,-13.93,0.702,0.206,0.214,trunkrotation,trunkRotation_session2.xlsx
1497907,-0.536,-0.244,0.836,29.02,-13.98,0.694,0.221,0.206,trunkrotation,trunkRotation_session2.xlsx
1498171,-0.536,-0.242,0.836,29.04,-13.85,0.671,0.198,0.198,trunkrotation,trunkRotation_session2.xlsx
1498372,-0.536,-0.243,0.835,29.07,-13.96,0.664,0.175,0.175,trunkrotation,trunkRotation_session2.xlsx
1498597,-0.535,-0.242,0.835,29.02,-13.88,0.793,0.198,0.244,trunkrotation,trunkRotation_session2.xlsx
1498752,-0.536,-0.241,0.835,29.04,-13.82,0.74,0.175,0.206,trunkrotation,trunkRotation_session2.xlsx
1498982,-0.536,-0.241,0.835,29.07,-13.86,0.679,0.214,0.206,trunkrotation,trunkRotation_session2.xlsx
1499190,-0.535,-0.242,0.836,28.98,-13.85,0.74,0.229,0.221,trunkrotation,trunkRotation_session2.xlsx
1499395,-0.536,-0.242,0.836,29.02,-13.85,0.671,0.175,0.191,trunkrotation,trunkRotation_session2.xlsx
1499562,-0.534,-0.242,0.836,28.89,-13.87,0.763,0.282,0.214,trunkrotation,trunkRotation_session2.xlsx
1499743,-0.535,-0.241,0.836,28.96,-13.8,0.74,0.191,0.259,trunkrotation,trunkRotation_session2.xlsx
1499958,-0.536,-0.241,0.835,29.08,-13.86,0.763,0.175,0.237,trunkrotation,trunkRotation_session2.xlsx
1500113,-0.536,-0.242,0.836,29.0,-13.86,0.679,0.252,0.175,trunkrotation,trunkRotation_session2.xlsx
1500266,-0.535,-0.242,0.836,28.99,-13.85,0.74,0.16,0.198,trunkrotation,trunkRotation_session2.xlsx
1500420,-0.535,-0.242,0.835,29.03,-13.9,0.61,0.198,0.175,trunkrotation,trunkRotation_session2.xlsx
1500610,-0.535,-0.243,0.835,29.03,-13.97,0.885,0.221,0.259,trunkrotation,trunkRotation_session2.xlsx
1500763,-0.535,-0.242,0.835,29.05,-13.92,0.816,0.145,0.237,trunkrotation,trunkRotation_session2.xlsx
1501014,-0.535,-0.241,0.835,29.02,-13.86,0.671,0.206,0.175,trunkrotation,trunkRotation_session2.xlsx
1501168,-0.535,-0.242,0.834,29.04,-13.93,0.755,0.198,0.252,trunkrotation,trunkRotation_session2.xlsx
1501330,-0.536,-0.241,0.835,29.03,-13.85,0.717,0.175,0.198,trunkrotation,trunkRotation_session2.xlsx
1501484,-0.535,-0.242,0.836,29.0,-13.9,0.778,0.221,0.282,trunkrotation,trunkRotation_session2.xlsx
1501642,-0.537,-0.241,0.836,29.05,-13.8,0.771,0.183,0.252,trunkrotation,trunkRotation_session2.xlsx
1501799,-0.535,-0.241,0.836,28.98,-13.82,0.687,0.214,0.237,trunkrotation,trunkRotation_session2.xlsx
1501954,-0.535,-0.242,0.835,29.01,-13.88,0.381,0.015,0.191,trunkrotation,trunkRotation_session2.xlsx
1502112,-0.535,-0.242,0.835,29.03,-13.9,0.587,0.191,0.229,trunkrotation,trunkRotation_session2.xlsx
1502269,-0.536,-0.244,0.834,29.11,-14.03,0.717,0.313,0.198,trunkrotation,trunkRotation_session2.xlsx
1502430,-0.535,-0.242,0.835,28.98,-13.91,0.748,0.153,0.229,trunkrotation,trunkRotation_session2.xlsx
1502583,-0.533,-0.242,0.836,28.87,-13.9,0.839,0.16,0.252,trunkrotation,trunkRotation_session2.xlsx
1502742,-0.537,-0.242,0.836,29.03,-13.88,0.45,0.259,0.084,trunkrotation,trunkRotation_session2.xlsx
1502902,-0.534,-0.242,0.836,28.93,-13.89,0.839,0.168,0.313,trunkrotation,trunkRotation_session2.xlsx
1503057,-0.535,-0.241,0.836,28.99,-13.83,0.687,0.206,0.244,trunkrotation,trunkRotation_session2.xlsx
1503272,-0.536,-0.243,0.836,28.97,-13.89,0.854,0.221,0.282,trunkrotation,trunkRotation_session2.xlsx
1503431,-0.534,-0.241,0.836,28.93,-13.84,0.641,0.183,0.229,trunkrotation,trunkRotation_session2.xlsx
1503586,-0.536,-0.243,0.834,29.07,-14.0,0.595,0.237,0.092,trunkrotation,trunkRotation_session2.xlsx
1503785,-0.534,-0.242,0.837,28.91,-13.83,0.427,0.42,0.046,trunkrotation,trunkRotation_session2.xlsx
1503941,-0.534,-0.245,0.836,28.91,-14.03,0.656,0.107,0.191,trunkrotation,trunkRotation_session2.xlsx
1504097,-0.534,-0.243,0.836,28.92,-13.91,0.908,0.16,0.359,trunkrotation,trunkRotation_session2.xlsx
1504285,-0.534,-0.244,0.836,28.91,-13.99,0.923,0.214,0.282,trunkrotation,trunkRotation_session2.xlsx
1504446,-0.535,-0.243,0.836,28.97,-13.93,0.74,0.206,0.298,trunkrotation,trunkRotation_session2.xlsx
1504676,-0.535,-0.242,0.836,28.97,-13.89,0.664,0.221,0.198,trunkrotation,trunkRotation_session2.xlsx
1504835,-0.535,-0.243,0.837,28.92,-13.89,0.748,0.229,0.267,trunkrotation,trunkRotation_session2.xlsx
1504990,-0.534,-0.242,0.837,28.84,-13.86,0.687,0.259,0.229,trunkrotation,trunkRotation_session2.xlsx
1505142,-0.535,-0.243,0.836,28.95,-13.93,0.71,0.145,0.221,trunkrotation,trunkRotation_session2.xlsx
1505299,-0.535,-0.243,0.837,28.92,-13.88,0.771,0.175,0.259,trunkrotation,trunkRotation_session2.xlsx
1505451,-0.534,-0.243,0.838,28.81,-13.84,0.763,0.168,0.244,trunkrotation,trunkRotation_session2.xlsx
1505607,-0.534,-0.242,0.837,28.88,-13.86,0.702,0.168,0.191,trunkrotation,trunkRotation_session2.xlsx
1505762,-0.534,-0.241,0.838,28.85,-13.78,0.755,0.191,0.267,trunkrotation,trunkRotation_session2.xlsx
1505916,-0.534,-0.243,0.837,28.86,-13.89,0.725,0.168,0.244,trunkrotation,trunkRotation_session2.xlsx
1506070,-0.533,-0.243,0.836,28.84,-13.94,0.732,0.259,0.298,trunkrotation,trunkRotation_session2.xlsx
1506224,-0.535,-0.242,0.837,28.9,-13.84,0.725,0.206,0.198,trunkrotation,trunkRotation_session2.xlsx
1506381,-0.535,-0.242,0.837,28.93,-13.82,0.778,0.214,0.259,trunkrotation,trunkRotation_session2.xlsx
1506533,-0.535,-0.243,0.837,28.93,-13.88,0.664,0.191,0.229,trunkrotation,trunkRotation_session2.xlsx
1506690,-0.535,-0.243,0.838,28.9,-13.88,0.748,0.168,0.252,trunkrotation,trunkRotation_session2.xlsx
1506844,-0.534,-0.243,0.837,28.85,-13.92,0.656,0.221,0.191,trunkrotation,trunkRotation_session2.xlsx
1507002,-0.534,-0.242,0.837,28.89,-13.86,0.74,0.13,0.191,trunkrotation,trunkRotation_session2.xlsx
1507157,-0.533,-0.243,0.838,28.81,-13.86,0.526,0.206,0.191,trunkrotation,trunkRotation_session2.xlsx
1507313,-0.534,-0.242,0.837,28.85,-13.86,0.771,0.214,0.244,trunkrotation,trunkRotation_session2.xlsx
1507469,-0.534,-0.242,0.837,28.85,-13.84,0.71,0.183,0.229,trunkrotation,trunkRotation_session2.xlsx
1507625,-0.534,-0.242,0.836,28.92,-13.86,0.656,0.198,0.198,trunkrotation,trunkRotation_session2.xlsx
1507796,-0.535,-0.243,0.837,28.93,-13.9,0.778,0.214,0.252,trunkrotation,trunkRotation_session2.xlsx
1507959,-0.534,-0.242,0.837,28.85,-13.85,0.725,0.198,0.259,trunkrotation,trunkRotation_session2.xlsx
1508113,-0.533,-0.241,0.837,28.85,-13.78,0.801,0.221,0.206,trunkrotation,trunkRotation_session2.xlsx
1508268,-0.533,-0.242,0.838,28.81,-13.83,0.816,0.229,0.252,trunkrotation,trunkRotation_session2.xlsx
1508431,-0.534,-0.244,0.837,28.88,-13.93,0.656,0.168,0.206,trunkrotation,trunkRotation_session2.xlsx
1508586,-0.534,-0.242,0.836,28.93,-13.86,0.671,0.244,0.206,trunkrotation,trunkRotation_session2.xlsx
1508740,-0.535,-0.243,0.836,28.95,-13.92,0.755,0.214,0.244,trunkrotation,trunkRotation_session2.xlsx
1508895,-0.535,-0.244,0.836,28.96,-13.98,0.801,0.153,0.214,trunkrotation,trunkRotation_session2.xlsx
1509104,-0.534,-0.242,0.838,28.84,-13.85,0.626,0.206,0.114,trunkrotation,trunkRotation_session2.xlsx
1509267,-0.534,-0.243,0.837,28.9,-13.94,0.618,0.153,0.221,trunkrotation,trunkRotation_session2.xlsx
1509423,-0.533,-0.243,0.835,28.92,-13.95,0.771,0.237,0.229,trunkrotation,trunkRotation_session2.xlsx
1509579,-0.535,-0.242,0.837,28.92,-13.86,0.763,0.191,0.191,trunkrotation,trunkRotation_session2.xlsx
1509732,-0.535,-0.243,0.836,28.98,-13.95,0.755,0.191,0.237,trunkrotation,trunkRotation_session2.xlsx
1509887,-0.535,-0.244,0.836,28.94,-13.96,0.725,0.229,0.206,trunkrotation,trunkRotation_session2.xlsx
1510040,-0.536,-0.243,0.837,28.95,-13.91,0.847,0.252,0.259,trunkrotation,trunkRotation_session2.xlsx
1510194,-0.535,-0.243,0.837,28.92,-13.89,0.74,0.175,0.275,trunkrotation,trunkRotation_session2.xlsx
1510351,-0.535,-0.243,0.837,28.91,-13.89,0.687,0.175,0.237,trunkrotation,trunkRotation_session2.xlsx
1510507,-0.535,-0.243,0.838,28.89,-13.89,0.702,0.191,0.206,trunkrotation,trunkRotation_session2.xlsx
1510667,-0.535,-0.243,0.836,28.99,-13.91,0.771,0.175,0.252,trunkrotation,trunkRotation_session2.xlsx
1510863,-0.536,-0.244,0.836,29.0,-13.97,0.763,0.267,0.221,trunkrotation,trunkRotation_session2.xlsx
1511136,-0.536,-0.242,0.835,29.03,-13.89,0.725,0.229,0.221,trunkrotation,trunkRotation_session2.xlsx
1511380,-0.535,-0.243,0.837,28.94,-13.9,0.687,0.221,0.252,trunkrotation,trunkRotation_session2.xlsx
1511569,-0.534,-0.243,0.835,28.95,-13.95,0.71,0.221,0.244,trunkrotation,trunkRotation_session2.xlsx
1511724,-0.535,-0.244,0.835,28.99,-14.04,0.717,0.183,0.175,trunkrotation,trunkRotation_session2.xlsx
1511892,-0.535,-0.244,0.836,28.97,-13.99,0.748,0.282,0.183,trunkrotation,trunkRotation_session2.xlsx
1512059,-0.536,-0.242,0.837,28.95,-13.86,0.374,0.122,0.145,trunkrotation,trunkRotation_session2.xlsx
1512349,-0.535,-0.243,0.837,28.91,-13.91,0.793,0.153,0.252,trunkrotation,trunkRotation_session2.xlsx
1512529,-0.535,-0.242,0.835,29.01,-13.89,0.694,0.191,0.221,trunkrotation,trunkRotation_session2.xlsx
1512715,-0.536,-0.318,0.827,28.89,-18.4,-23.827,4.158,-45.685,trunkrotation,trunkRotation_session2.xlsx
1512872,-0.448,-0.334,0.892,21.93,-17.16,-20.966,24.101,7.431,trunkrotation,trunkRotation_session2.xlsx
1513133,-0.922,-0.026,0.261,77.25,-5.7,106.14,249.992,105.644,trunkrotation,trunkRotation_session2.xlsx
1513318,-0.959,-0.503,0.218,66.05,-67.36,-86.037,-38.567,-73.318,trunkrotation,trunkRotation_session2.xlsx
1513494,-0.846,-0.581,-0.005,58.39,-90.42,43.083,93.102,-52.223,trunkrotation,trunkRotation_session2.xlsx
1513710,-0.833,-0.632,-0.418,50.57,-122.23,-138.817,92.926,-4.128,trunkrotation,trunkRotation_session2.xlsx
1513903,-0.729,0.111,-1.137,27.43,175.94,-193.626,126.022,-66.261,trunkrotation,trunkRotation_session2.xlsx
1514070,-0.584,-0.024,-0.787,34.53,-178.48,-38.765,-12.283,-15.9,trunkrotation,trunkRotation_session2.xlsx
1514242,-0.794,-0.273,-0.573,53.84,-155.6,249.992,-199.333,50.308,trunkrotation,trunkRotation_session2.xlsx
1514550,-1.011,-0.682,-0.111,64.23,-98.41,-131.409,-16.769,-59.349,trunkrotation,trunkRotation_session2.xlsx
1514714,-1.081,-0.826,0.08,58.14,-85.27,-4.707,-7.919,-17.815,trunkrotation,trunkRotation_session2.xlsx
1514872,-0.882,-0.408,0.031,68.7,-85.72,-80.582,14.923,-92.926,trunkrotation,trunkRotation_session2.xlsx
1515032,-0.82,-0.321,-0.457,59.07,-145.4,-134.796,74.127,30.35,trunkrotation,trunkRotation_session2.xlsx
1515189,-0.748,-0.071,-0.734,45.61,-175.05,-71.358,56.015,143.372,trunkrotation,trunkRotation_session2.xlsx
1515345,-0.822,0.147,-0.733,49.11,169.83,30.197,-92.484,85.106,trunkrotation,trunkRotation_session2.xlsx
1515499,-0.525,0.273,-0.542,41.0,154.29,73.586,-54.207,80.963,trunkrotation,trunkRotation_session2.xlsx
1515653,-0.579,0.373,-0.651,37.46,151.65,99.495,1.45,101.593,trunkrotation,trunkRotation_session2.xlsx
1515811,-0.662,0.565,-0.749,34.89,144.68,92.163,-29.396,87.44,trunkrotation,trunkRotation_session2.xlsx
1515968,-0.642,0.564,-0.514,40.83,131.99,40.833,-5.455,41.199,trunkrotation,trunkRotation_session2.xlsx
1516124,-0.645,0.595,-0.565,38.65,133.31,-13.153,12.634,-22.11,trunkrotation,trunkRotation_session2.xlsx
1516281,-0.562,0.692,-0.576,31.32,128.74,-90.591,47.76,-114.212,trunkrotation,trunkRotation_session2.xlsx
1516442,-0.682,0.533,-0.879,31.77,152.39,-192.108,-8.247,-209.808,trunkrotation,trunkRotation_session2.xlsx
1516598,-0.568,0.361,-0.586,39.75,149.48,-180.878,-4.036,-109.825,trunkrotation,trunkRotation_session2.xlsx
1516755,-0.661,0.587,-0.622,38.18,136.95,-174.828,34.744,-56.755,trunkrotation,trunkRotation_session2.xlsx
1516985,-0.739,0.388,-0.615,47.11,149.02,-198.28,55.344,-110.84,trunkrotation,trunkRotation_session2.xlsx
1517139,-0.555,0.028,-0.591,42.9,177.51,-126.999,49.904,-117.561,trunkrotation,trunkRotation_session2.xlsx
1517302,-0.83,-0.168,-0.823,44.9,-170.12,-58.037,21.523,-66.772,trunkrotation,trunkRotation_session2.xlsx
1517467,-0.757,-0.096,-0.786,43.39,-173.92,-12.474,25.993,-26.573,trunkrotation,trunkRotation_session2.xlsx
1517629,-0.631,-0.295,-0.714,38.77,-159.39,47.562,3.036,36.476,trunkrotation,trunkRotation_session2.xlsx
1517789,-0.378,-0.116,-0.893,19.26,-173.99,116.562,18.562,130.226,trunkrotation,trunkRotation_session2.xlsx
1518019,-0.595,0.236,-1.089,21.85,171.36,169.945,17.334,142.944,trunkrotation,trunkRotation_session2.xlsx
1518171,-0.381,0.366,-1.008,13.61,166.6,219.711,-12.558,221.298,trunkrotation,trunkRotation_session2.xlsx
1518329,-0.655,0.444,-0.807,34.32,153.9,199.577,-19.15,179.451,trunkrotation,trunkRotation_session2.xlsx
1518482,-0.728,0.291,-0.658,46.4,157.64,140.472,-14.244,129.959,trunkrotation,trunkRotation_session2.xlsx
